stichtag;jahr;stat_id;stat_name;HH_insgesamt;EinPersonenHaushalte;ZweiPersonenHaushalte;DreiOderMehrPersonenHaushalte;HH_keineKinder;Haushalt_mitKindern_insgesamt;HH_ein_Kind;HH_zwei_Kinder;HH_drei_oder_mehrKindern;HH_EhePaareohneKinder_evtl_weiterePersonen;HH_EhePaaremitKindern_evtl_weiterePersonen;HH_Alleinerziehende_ohne_weiterePersonen;HH_SonstigeMehrpersonenhaushalte
31122009;2009;5711000760;Ubbedissen (inkl. Lämershagen);1400;478;483;439;1109;291;150;108;33;550;230;43;99
31122009;2009;5711000761;Hillegossen;2470;880;772;818;1893;577;303;198;76;870;445;95;180
31122009;2009;5711000762;Stieghorst stb;4745;1995;1509;1241;3776;969;495;317;157;1564;727;202;257
31122009;2009;5711000763;Sieker;2318;847;609;862;1631;687;300;249;138;659;558;101;153
31122009;2009;5711000764;Rütli (inkl. Lonnerbach);2146;984;634;528;1752;394;197;141;56;664;302;75;121
31122009;2009;5711000865;Dalbke;811;200;225;386;516;295;110;110;75;281;266;24;40
31122009;2009;5711000866;Eckardtsheim;1733;705;468;560;1335;398;169;148;81;503;335;50;140
31122009;2009;5711000867;Südstadt;1778;634;632;512;1375;403;196;151;56;640;312;73;119
31122009;2009;5711000868;Sennestadt (Sennest.-I.,Wrachtr.L.);5569;2407;1784;1378;4479;1090;562;355;173;1802;808;227;325
31122009;2009;5711000969;Schillingshof;1453;553;450;450;1161;292;155;109;28;543;239;39;79
31122009;2009;5711000970;Buschkamp (inkl. Togdrang);2800;895;1038;867;2145;655;325;243;87;1111;559;73;162
31122009;2009;5711000971;Windelsbleiche;2600;847;779;974;1847;753;370;275;108;897;613;108;135
31122009;2009;5711000972;Windflöte;1966;694;595;677;1485;481;226;183;72;676;383;77;136
